expected_input,input,is_match
"At each corner of the back face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 5 seconds.","Slowly rotate the Veyru continuously for 12 seconds while sounding a steady firm tone (humming with my voice) near the T (top) and B (bottom, opposite) faces during rotation. After the 12-second rotation, chime the bell once firmly near each of the 8 corners of the Veyru.",False
"Drape a cool cloth over the Veyru for 15 seconds. Remove and fan firm cool air across all six faces for 15 seconds, starting from the left face.","I cover the whole Veyru with a cool cloth for 15 seconds. Then I remove it and fan all six faces for 15 seconds, starting with the left face.",False
"Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 10 seconds pause between chimes — for five cycles at moderate tone.","Chiming the bell near the bottom face, then pausing 10 seconds, then chiming near the top face (opposite), then pausing 10 seconds — alternating between the two opposite faces for five complete cycles at moderate tone.",True
Drape a folded cloth over the front face for 15 seconds at gentle coverage. Then chime a bell near each edge of the front face twice.,"Pressing the folded cloth gently against the front face of the Veyru for 15 seconds, then removing it and chiming the bell twice near each of the 4 edges of the front face.",False
"Chime a bell near two opposite faces, starting from the front face. Alternate the chime between the two faces — 15 seconds pause between chimes — for five cycles at moderate tone.","Place the flat board against the bottom face for 5 seconds, then rotate the Veyru and repeat the board placement on each opposite face-pair: top, then front-back, then left-right, holding each for 5 seconds.",False
"At each corner of the left face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 20 seconds.",Drape folded cloth on the top face firmly for 12 seconds. Then ring the bell twice at each edge of the top face.,False
"Illuminate the top face with a dim lamp and the opposite face with a bright lamp simultaneously at firm brightness for 12 seconds, without moving the lamps.","Holding a dim lamp on the top face and a bright lamp on the opposite bottom face simultaneously for 12 seconds firmly, without moving either lamp.",True
"Chime a bell near two opposite faces, starting from the left face. Alternate the chime between the two faces — 20 seconds pause between chimes — for five cycles at moderate tone.","Chiming the bell at moderate tone near the left face, pausing 20 seconds, then chiming near the opposite (right) face — alternating between left and right with a 20-second pause between each, for 5 complete cycles.",True
"Drape a cool cloth over the Veyru for 15 seconds. Remove and fan gentle cool air across all six faces for 15 seconds, starting from the front face.","Draping the cool cloth over the Veyru for 15 seconds. Removing it, then gently fanning cool air across all 6 faces for 15 seconds, starting from the front face and working through each.",True
Place the Veyru on a soft surface with the back face up at moderate contact. Let it rest undisturbed for 12 seconds.,"Placed the cloth on the crate as a soft surface, then set the Veyru with its back face up resting on the cloth with moderate contact, held for 12 seconds.",True
Drape a cool cloth over the Veyru for 10 seconds. Remove the cloth and fan moderate cool air across the right face and the opposite face for 10 seconds.,I drape the cloth over the Veyru for 10 seconds so it cools it. Then I remove the cloth and use the hand fan to blow moderate cool air across the right face and the opposite face for 10 seconds.,True
"Illuminate the bottom face with a dim lamp and the opposite face with a bright lamp simultaneously at gentle brightness for 8 seconds, without moving the lamps.",I hold the Veyru still and use the lamp on a dim setting on the bottom face and a bright setting on the opposite face for 8 seconds with gentle placement and no movement.,True
Rest a flat board against the bottom face at moderate contact for 5 seconds. Rotate and repeat for each face-pair.,"I rest the flat board against one face at moderate contact for 5 seconds, then rotate and repeat for each opposite face-pair.",False
"Chime a bell near the center of each face once at gentle tone, starting from the top face. Then place a warm stone beside the Veyru for 5 seconds.","Chiming the bell at the center of each face at gentle intensity, starting from the top face and moving through all 6 faces in sequence, then placing the heated stone beside the Veyru for 5 seconds.",True
Place the Veyru on a soft surface with the top face up at gentle contact. Let it rest undisturbed for 12 seconds.,"I place the Veyru on a soft surface with the top face up, at gentle contact, and leave it undisturbed for 12 seconds.",True
"Illuminate the bottom face with a dim lamp and the opposite face with a bright lamp simultaneously at gentle brightness for 10 seconds, without moving the lamps.",I use the lamp gently on the bottom face at dim intensity and on the opposite top face at bright intensity for 10 seconds.,True
"Sound a sustained moderate tone near all six faces simultaneously for 5 seconds, starting from the back face. Let the tone fade naturally and wait for the hum to stabilize.","I produce a moderate sustained bell tone around all six faces for 5 seconds, starting at the back face and fading it at the end, then I wait.",True
"Warm each corner of the top face by holding a heated stone nearby for 10 seconds at gentle warmth, in sequence. Then trace each edge of the top face with a finger.","Holding the warm heated stone near each corner of the top face for 10 seconds gently, one at a time, then finger-tracing each edge of the top face.",True
"Chime a bell near two opposite faces, starting from the front face. Alternate the chime between the two faces — 15 seconds pause between chimes — for five cycles at moderate tone.","Chime the bell gently at the center of each face, starting from the back face and rotating to each of the other 5 faces sequentially. Then place the heated stone beside the Veyru and leave it there for 8 seconds.",False
"Drape a cool cloth over the Veyru for 15 seconds. Remove and fan firm cool air across all six faces for 15 seconds, starting from the left face.","Placing the cool cloth over the entire Veyru for 15 seconds. Removing it, then using the hand fan to blow firm cool air at all 6 faces for 15 seconds, starting from the left face and working around to all others.",True
"Drape a cool cloth over the Veyru for 5 seconds. Remove and fan firm cool air across all six faces for 5 seconds, starting from the top face.","Draping cool cloth over all faces for 5 seconds. Then fanning firmly over all 6 faces for 5 seconds, starting with the top face and working through each in sequence.",False
Drape a folded cloth over the top face for 20 seconds at firm coverage. Then chime a bell near each edge of the top face twice.,"Folding the cloth and draping it over the top face of the Veyru with firm coverage, holding for 20 seconds, then removing it. Then chiming the bell twice near each of the 4 edges of the top face.",False
"Chime a bell near two opposite faces, starting from the top face. Alternate the chime between the two faces — 10 seconds pause between chimes — for five cycles at gentle tone.","Rang the bell gently near the Top face, paused 10 seconds, rang it gently near the Down face, paused 10 seconds. Repeated this alternating pattern (T then D) for 5 full cycles total.",True
"Warm each corner of the top face by holding a heated stone nearby for 10 seconds at gentle warmth, in sequence. Then trace each edge of the top face with a finger.","Heated stone gently on each Top face corner 10s in sequence (4 corners total), then with my finger traced each of the 4 edges of the Top face.",False
"Sound a sustained moderate tone near all six faces simultaneously for 10 seconds, starting from the front face. Let the tone fade naturally and wait for the hum to stabilize.","Starting from the front face, I produce a sustained moderate bell tone around all six faces for 10 seconds and let it fade naturally.",True
Rest a flat board against the front face at moderate contact for 12 seconds. Rotate and repeat for each face-pair.,"Leaning the flat board against the front face at moderate pressure for 12 seconds, then leaning it against each opposite face pair in sequence: top and bottom, left and right, front and back — 12 seconds each at moderate pressure.",False
"Rotate the Veyru slowly over 8 seconds while sounding a steady tone at firm volume near opposite faces, starting from the right face. After rotation, chime a bell once near each corner.","Rotating the Veyru slowly for 8 seconds while applying firm tone to opposite faces starting from the right face, then ringing the bell once at each of the 8 corners.",True
Rest a flat board against the left face at moderate contact for 20 seconds. Rotate and repeat for each face-pair.,"Press the flat board against the left face of the Veyru at moderate pressure for 20 seconds, rotate to the right (opposite) face for 20 seconds, then front face 20 seconds, back face 20 seconds, then top face 20 seconds, bottom face 20 seconds. That completes all face-pairs.",True
Place the Veyru on a soft surface with the front face up at moderate contact. Let it rest undisturbed for 12 seconds.,Drape the cloth over the entire Veyru for 20 seconds. Remove the cloth. Then fan firmly across the left face and the opposite (right) face for 20 seconds.,False
"Warm each corner of the front face by holding a heated stone nearby for 8 seconds at moderate warmth, in sequence. Then trace each edge of the front face with a finger.","Place the heated stone moderately at each of the 4 corners of the front face in sequence, holding for 8 seconds at each corner. Then trace all edges of the front face with my finger.",False
"Illuminate the front face with a dim lamp and the opposite face with a bright lamp simultaneously at firm brightness for 20 seconds, without moving the lamps.",Placing the lamp on dim setting firmly against the front face and the lamp on bright setting firmly against the back face. Holding both in place for 20 seconds without moving.,False
Drape a cool cloth over the Veyru for 12 seconds. Remove the cloth and fan gentle cool air across the left face and the opposite face for 12 seconds.,"Drape the cool cloth over the entire Veyru for 12 seconds, then remove it. Use the hand fan gently with cool air on the L and R faces for 12 seconds total.",True
Drape a cloth over two adjacent edges near the back face for 20 seconds at firm coverage. Then chime a bell three times near the back face.,"Draping the cloth over the 2 adjacent edges near the back face, with firm coverage, holding for 20 seconds. Then chiming the bell near the back face 3 times.",True
"Chime a bell near two opposite faces, starting from the top face. Alternate the chime between the two faces — 20 seconds pause between chimes — for five cycles at firm tone.","Chimed the bell at the top face, then at the bottom (opposite) face, alternating for 5 full cycles, with a 20-second pause between each cycle.",False
"Drape a cool cloth over the Veyru for 8 seconds. Remove and fan firm cool air across all six faces for 8 seconds, starting from the bottom face.","Draping the cool cloth over the entire Veyru for 8 seconds, then removing it. Then fanning firm cool air at all faces for 8 seconds, starting from the bottom face.",True
"Warm each corner of the front face by holding a heated stone nearby for 8 seconds at moderate warmth, in sequence. Then trace each edge of the front face with a finger.","Pressing the warm stone at moderate intensity against corner 1 of the front face for 8 seconds, then corner 2 for 8 seconds, then corner 3 for 8 seconds, then corner 4 for 8 seconds — all 4 in strict sequence before any tracing. Then carefully tracing each individual edge of the front face with my fingertip.",False
Place the Veyru on a soft surface with the top face up at gentle contact. Let it rest undisturbed for 5 seconds.,"Holding a dim lamp at the left face and a bright lamp at the opposite right face simultaneously for 10 seconds firmly, without moving the lamps.",False
"Apply sustained uniform gentle pressure to all six faces simultaneously for 12 seconds, starting from the left face. Release and wait for hum to stabilize.","Pressing all 6 faces gently simultaneously for 12 seconds starting from the left face, then waiting for the hum to return.",True
"Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 10 seconds pause between chimes — for five cycles at moderate tone.","Placing the lamp on dim setting near the front face and the lamp on bright setting near the opposite back face, gently, and holding both in position for 5 seconds.",False
"Chime a bell near two opposite faces, starting from the front face. Alternate the chime between the two faces — 15 seconds pause between chimes — for five cycles at gentle tone.","Ringing the bell gently near the front face, waiting 15 seconds, then ringing it gently near the back face, waiting 15 seconds — repeating this alternating sequence for 5 complete cycles.",True
"Illuminate the bottom face with a dim lamp and the opposite face with a bright lamp simultaneously at firm brightness for 10 seconds, without moving the lamps.",Positioning the dim lamp directly against the bottom face of the Veyru and the bright lamp directly against the top face (opposite face). Holding both lamps completely still at firm brightness for 10 seconds.,True
Place a warm stone beside the back face at moderate warmth for 5 seconds. Rotate and repeat for each face.,Hold the heated stone moderately near the back face for 5 seconds. Then rotate the Veyru through all 6 faces.,False
Drape a cool cloth over the Veyru for 15 seconds. Remove the cloth and fan gentle cool air across the front face and the opposite face for 15 seconds.,"Draping cool cloth over the entire Veyru for 15 seconds, then removing it and fanning gentle cool air across the front face and its opposite (back) face for 15 seconds.",True
"At each corner of the left face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 20 seconds.","At each of the four corners of the Left face, in sequence: first chime the bell briefly at moderate intensity near that corner, then warm with the heated stone the two edges of the Left face that meet at that corner for 20 seconds at moderate intensity. Repeat for all 4 Left-face corners.",False
"Drape a cool cloth over the Veyru for 10 seconds. Remove and fan moderate cool air across all six faces for 10 seconds, starting from the bottom face.","Drape the cool cloth over the entire Veyru for 10 seconds. Remove it, then fan moderate cool air across all 6 faces for 10 seconds total, starting at the bottom face and proceeding to each face.",True
"Chime a bell near two opposite faces, starting from the front face. Alternate the chime between the two faces — 15 seconds pause between chimes — for five cycles at gentle tone.","Draping the cool cloth over the entire Veyru for 8 seconds, then removing it. Then fanning firm cool air at all faces for 8 seconds, starting from the bottom face.",False
"Warm each corner of the left face by holding a heated stone nearby for 5 seconds at gentle warmth, in sequence. Then trace each edge of the left face with a finger.","Drape a cool cloth over the entire Veyru for 20 seconds. Remove the cloth, then use the hand fan firmly with cool air on the left face and the right face for 20 seconds.",False
Drape a folded cloth over the top face for 15 seconds at firm coverage. Then chime a bell near each edge of the top face twice.,Drape a folded cloth over the top face of the Veyru and hold it firmly in place for 15 seconds. Then chime the bell twice near each of the 4 edges of the top face.,True
Place a warm stone beside the back face at moderate warmth for 5 seconds. Rotate and repeat for each face.,"Placing the warm stone beside the back face with moderate warmth for 5 seconds, then rotating and placing it beside the front face for 5 seconds, then beside the left face for 5 seconds, then the right face for 5 seconds, then the top face for 5 seconds, then the bottom face for 5 seconds — completing all 6 faces.",True
Place the Veyru on a soft surface with the left face up. Press down with firm pressure for 12 seconds.,Placing the Veyru on a soft surface with the left face facing up. Then pressing the left face firmly for 12 seconds.,True
"Drape a cool cloth over the Veyru for 10 seconds. Remove and fan moderate cool air across all six faces for 10 seconds, starting from the bottom face.","Drape the cloth firmly on 2 adjacent edges of the Top face for 12 seconds (not on the face itself, just on the 2 adjacent edges), then chime the bell three times near the Top face.",False
Grip the Veyru along all four edges of the front face and squeeze inward with moderate pressure for 12 seconds. Rotate and repeat for each face-pair.,"Grip front edges, mod squeeze 12s+rpt.",False
Place a warm stone beside the bottom face at gentle warmth for 5 seconds. Rotate and repeat for each face.,"Holding the heated stone beside the bottom face gently for 5 seconds, then repeating for each face.",True
"Sound a sustained moderate tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.","Strike the bell at moderate intensity near the L face to start a sustained tone, then position the still-ringing bell centrally so its tone reaches all 6 faces at once. Hold it there for 20 seconds and let the tone fade naturally without damping it.",False
"Drape a cool cloth over the Veyru for 5 seconds. Remove and fan gentle cool air across all six faces for 5 seconds, starting from the left face.","I place the warm stone by the top face for 10 seconds at gentle warmth, then I repeat that for each face.",False
"Chime a bell near the center of each face once at gentle tone, starting from the top face. Then place a warm stone beside the Veyru for 5 seconds.","I ring the bell at the center of each face, starting from the top face, at a gentle tone. Then I hold the heated stone beside the Veyru for 5 seconds at gentle warmth.",False
"Sound a sustained moderate tone near all six faces simultaneously for 20 seconds, starting from the top face. Let the tone fade naturally and wait for the hum to stabilize.","Ringing the bell gently at the center of each face one by one, starting with the top face and working through all 6. Then placing the warm heated stone anywhere beside the Veyru for 5 seconds.",False
"Chime a bell near the center of each face once at moderate tone, starting from the right face. Then place a warm stone beside the Veyru for 10 seconds.","Chime the bell near the center of each of the 6 faces once at moderate tone, starting from the right face and working through all remaining faces. Then place the warm stone beside the Veyru for 10 seconds.",True
Drape a cloth over two adjacent edges near the bottom face for 15 seconds at firm coverage. Then chime a bell three times near the bottom face.,Place the cloth firmly on 2 adjacent edges near the bottom face of the Veyru for 15 seconds. Then chime the bell 3 times near the bottom face.,True
Place the Veyru on a soft surface with the bottom face up at firm contact. Let it rest undisturbed for 8 seconds.,"Placing the Veyru down on a soft surface with the bottom face facing up, with firm placement. Letting it rest undisturbed for 8 seconds.",True
Place the Veyru on a soft surface with the left face up at firm contact. Let it rest undisturbed for 12 seconds.,Placed Veyru on a cloth with the left face up at firm contact. Let it rest undisturbed for 12 seconds.,True
"Drape a cool cloth over the Veyru for 10 seconds. Remove and fan moderate cool air across all six faces for 10 seconds, starting from the bottom face.","Drape cloth over the Veyru for 10 seconds. Remove. Then use the hand fan to blow moderate cool air across all 6 faces for 10 seconds, starting from the bottom face and proceeding to the others.",False
Drape a cool cloth over the Veyru for 12 seconds. Remove the cloth and fan firm cool air across the top face and the opposite face for 12 seconds.,"I hold the flat board firmly against the front face for 5 seconds, then rotate the Veyru through each pair of opposite faces.",False
"Chime a bell near two opposite faces, starting from the top face. Alternate the chime between the two faces — 10 seconds pause between chimes — for five cycles at gentle tone.","Drape the cool cloth over the entire Veyru for 10 seconds. Remove it, then fan moderate cool air across all 6 faces for 10 seconds total, starting at the bottom face and proceeding to each face.",False
Drape a folded cloth over the front face for 15 seconds at gentle coverage. Then chime a bell near each edge of the front face twice.,"For each of the 4 corners of the bottom face, in sequence: (1) chime the bell briefly at moderate tone at that corner, then (2) warm the 2 edges meeting at that corner with the heated stone for 8 seconds total. Complete all 4 corners.",False
Drape a cool cloth over the Veyru for 20 seconds. Remove the cloth and fan firm cool air across the left face and the opposite face for 20 seconds.,"Dim lamp on right face, bright lamp on opposite face, moderate brightness, 15 seconds, no movement.",False
Drape a cloth over two adjacent edges near the front face for 12 seconds at moderate coverage. Then chime a bell three times near the front face.,"Draping cloth over 2 adjacent edges near the front face with moderate contact for 12 seconds, then ringing the bell 3 times near the front face.",False
"Sound a sustained firm tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.","Sounding a sustained firm bell tone near all six faces simultaneously for 20 seconds, starting from the left face. Letting the tone fade naturally and waiting for the hum to stabilize.",True
Drape a cloth over two adjacent edges near the bottom face for 5 seconds at gentle coverage. Then chime a bell three times near the bottom face.,Drape the cloth gently over two adjacent edges near the bottom face for 5 seconds. Remove the cloth. Then chime the bell three times near the bottom face.,False
"Sound a sustained moderate tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.","Holding the bell centered above and close to the Veyru and ringing it with a moderate sustained continuous tone so the sound simultaneously surrounds all 6 faces for 20 seconds, oriented toward the left (L) face at the start, then fading the tone off and waiting quietly.",True
Press and hold two adjacent edges near the back face with firm pressure for 20 seconds. Then tap each frozen face sharply three times.,Draping a folded cloth over the front face of the Veyru and holding gently for 15 seconds. Then chiming the bell twice near each edge of the front face (all 4 front-face edges).,False
Rest a flat board against the top face at gentle contact for 5 seconds. Rotate and repeat for each face-pair.,"Placing the flat board gently on the top face for 5 seconds, then rotating and placing it gently on the opposite bottom face for 5 seconds, then the left face for 5 seconds, then the right face for 5 seconds, then the front face for 5 seconds, then the back face for 5 seconds, working through each face pair.",True
Rest a flat board against the back face at moderate contact for 5 seconds. Rotate and repeat for each face-pair.,I press the flat board against the back face with moderate contact for 5 seconds. Then I rotate the Veyru through each face-pair.,False
"Sound a sustained moderate tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.","Ringing the bell to create a continuous tone and holding it near all 6 faces for 20 seconds moderately, starting at the left face and moving through front, right, back, top, bottom. Then letting the tone fade naturally on its own.",False
"Sound a sustained firm tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.","Draping the cloth over 2 adjacent edges near the top face, holding moderately for 8 seconds, then ringing the bell 3 times near the top face.",False
"Sound a sustained moderate tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.","Sound a sustained moderate tone near all six faces simultaneously for 20 seconds, starting from the Left face.",True
Drape a folded cloth over the left face for 12 seconds at gentle coverage. Then chime a bell near each edge of the left face twice.,cl L fold g 12s; bl×2 g each E of L,False
Place a warm stone beside the left face at gentle warmth for 20 seconds. Rotate and repeat for each face.,"Place the heated stone gently beside (next to, not touching) the left face of the Veyru for 20 seconds. Then rotate the Veyru and place the stone gently beside the next face for 20 seconds. Repeat so all 6 faces have had the stone placed gently beside them for 20 seconds each.",True
Place the Veyru on a soft surface with the top face up at gentle contact. Let it rest undisturbed for 5 seconds.,"Chiming the bell near the bottom face, then pausing 10 seconds, then chiming near the top face (opposite), then pausing 10 seconds — alternating between the two opposite faces for five complete cycles at moderate tone.",False
Place a warm stone beside the back face at gentle warmth for 8 seconds. Rotate and repeat for each face.,"Place the heated stone on the surface right beside the B (back) face of the Veyru (not touching, adjacent) for 8 seconds gentle. Then rotate the stone position around to be beside each of the other 5 faces in turn (F, T, U, L, R), 8 seconds gentle beside each — all 6 faces, 8s each, gentle proximity.",False
"Sound a sustained gentle tone near all six faces simultaneously for 12 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.","I am using the bell to produce a gentle tone on all 6 faces of the Veyru, starting with the left face, holding the tone for 12 seconds, and then letting it fade away.",True
"Chime a bell near two opposite faces, starting from the right face. Alternate the chime between the two faces — 5 seconds pause between chimes — for five cycles at firm tone.","Draping the cool cloth over the Veyru for 15 seconds, then removing it and using the hand fan at moderate intensity on all 6 faces for 15 seconds, starting from the front face.",False
Drape a cool cloth over the Veyru for 12 seconds. Remove the cloth and fan moderate cool air across the front face and the opposite face for 12 seconds.,"Draped the cool, unheated cloth over the entire Veyru for 12 seconds. Removed it. Then used the hand fan at moderate intensity to provide cool airflow across the front and back faces for 12 seconds.",True
"Chime a bell near the center of each face once at gentle tone, starting from the right face. Then place a warm stone beside the Veyru for 5 seconds.","Ringing the bell gently at the center of each face, starting with the right face and working through all 6 faces. Then holding the warm stone nearby, aimed at the Veyru, for 5 seconds.",True
"Chime a bell near the center of each face once at gentle tone, starting from the back face. Then place a warm stone beside the Veyru for 8 seconds.","I chime the bell once at the center of each face, starting with the back face, at gentle tone. Then I place the warm stone beside the Veyru for 8 seconds.",True
"Chime a bell near two opposite faces, starting from the right face. Alternate the chime between the two faces — 10 seconds pause between chimes — for five cycles at firm tone.","Ringing the bell firmly at the right face, waiting 10 seconds, then ringing firmly at the opposite left face, waiting 10 seconds. Repeating this cycle 5 times total.",True
"At each corner of the left face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 20 seconds.","At each of the four corners of the Left face, in sequence: chime the bell briefly at moderate intensity near that corner, then warm with the heated stone the two edges of the Left face that meet at that corner for 20 seconds at moderate intensity. Repeat for all 4 corners.",True
Drape a cool cloth over the Veyru for 20 seconds. Remove the cloth and fan firm cool air across the left face and the opposite face for 20 seconds.,"Drape a cool cloth over the entire Veyru for 20 seconds. Remove the cloth, then use the hand fan firmly with cool air on the left face and the right face for 20 seconds.",True
"Rotate the Veyru slowly over 15 seconds while sounding a steady tone at moderate volume near opposite faces, starting from the front face. After rotation, chime a bell once near each corner.","Draping a cool cloth over the entire Veyru gently for 15 seconds. Removing the cloth. Then simultaneously fanning air at the back face and its opposite front face at the same time for 15 seconds, gently.",False
"At each corner of the bottom face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 8 seconds.","For each of the 4 corners of the bottom face, in sequence: (1) chime the bell briefly at moderate tone at that corner, then (2) warm the 2 edges meeting at that corner with the heated stone for 8 seconds total. Complete all 4 corners.",True
"Illuminate the bottom face with a dim lamp and the opposite face with a bright lamp simultaneously at gentle brightness for 10 seconds, without moving the lamps.","Placing the lamp very close to the bottom face at low brightness, while simultaneously holding the lamp far away at full brightness shining on the top face, for 10 seconds gently.",False
Drape a folded cloth over the top face for 12 seconds at firm coverage. Then chime a bell near each edge of the top face twice.,"Fold the cloth and place it firmly over the top face of the Veyru, holding firmly for 12 seconds. Then chime the bell twice near each of the 4 edges of the top face.",False
Place the Veyru on a soft surface with the front face up at moderate contact. Let it rest undisturbed for 12 seconds.,"Placing the folded cloth on the table as a soft surface, then orienting the Veyru so its front face is facing upward and resting it on the soft cloth, holding it at moderate intensity and completely undisturbed for 12 seconds.",True
Drape a cloth over two adjacent edges near the bottom face for 5 seconds at firm coverage. Then chime a bell three times near the bottom face.,"Drape the cloth firmly over two adjacent edges of the bottom (Bo) face — the BoF and BoR edges, which share corner BoFR — hold for 5 seconds. Then chime the bell three times near the bottom face.",True
Drape a folded cloth over the front face for 15 seconds at gentle coverage. Then chime a bell near each edge of the front face twice.,"Folded the cloth and draped it over the front face with gentle coverage for 15 seconds, then chimed the bell twice near each of the 4 edges of the front face.",True
"Illuminate the right face with a dim lamp and the opposite face with a bright lamp simultaneously at moderate brightness for 15 seconds, without moving the lamps.","Dim lamp on right face, bright lamp on opposite face, moderate brightness, 15 seconds, no movement.",True
"Chime a bell near the center of each face once at gentle tone, starting from the back face. Then place a warm stone beside the Veyru for 8 seconds.","Chime the bell gently at the center of each face, starting from the back face and rotating to each of the other 5 faces sequentially. Then place the heated stone beside the Veyru and leave it there for 8 seconds.",True
Rest a flat board against the bottom face at moderate contact for 5 seconds. Rotate and repeat for each face-pair.,"Holding the flat board against the bottom face with moderate pressure for 5 seconds, then rotating each face-pair of the Veyru.",False
"Drape a cool cloth over the Veyru for 8 seconds. Remove and fan gentle cool air across all six faces for 8 seconds, starting from the left face.","Drape the cloth over the Veyru for 8 seconds. Then use the hand fan gently across all 6 faces in sequence, starting from the left face, 8 seconds total of gentle airflow.",False
Drape a folded cloth over the front face for 15 seconds at gentle coverage. Then chime a bell near each edge of the front face twice.,"Draping the cloth over the front face gently and leaving it for 15 seconds, then removing it and ringing the bell near each of the 4 edges of the front face twice each.",True
Place a warm stone beside the bottom face at gentle warmth for 8 seconds. Rotate and repeat for each face.,I drape the cloth over the Veyru for 10 seconds so it cools it. Then I remove the cloth and use the hand fan to blow moderate cool air across the right face and the opposite face for 10 seconds.,False
"Drape a cool cloth over the Veyru for 15 seconds. Remove and fan moderate cool air across all six faces for 15 seconds, starting from the front face.",Draping the cloth over the Veyru for 15 seconds. Removing it. Then fanning all 6 faces moderately for 15 seconds starting from the front face.,False
Rest a flat board against the bottom face at gentle contact for 12 seconds. Rotate and repeat for each face-pair.,"Holding the flat board gently against the bottom face for 12 seconds. Then rotating the board to each pair of opposite faces (bottom/top, front/back, left/right) and holding gently for 12 seconds each pair.",False
"Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 8 seconds pause between chimes — for five cycles at firm tone.","I chime the bell near the bottom face, then the opposite top face, alternating between those two faces with 8 second pauses between chimes, for five cycles at firm tone.",True
Drape a folded cloth over the bottom face for 10 seconds at gentle coverage. Then chime a bell near each edge of the bottom face twice.,"Placing a folded cloth gently on the bottom face of the Veyru, ensuring the cloth is neatly folded and covers the entire bottom face surface with gentle contact, holding for 10 seconds. Then ringing the bell twice near each of the 4 edges of the bottom face in sequence, completing 8 total chimes.",True
Rest a flat board against the front face at moderate contact for 12 seconds. Rotate and repeat for each face-pair.,"I hold the flat board against the front face for 12 seconds at moderate contact, then rotate and repeat the same contact across the face-pairs around the Veyru.",True
Rest a flat board against the back face at moderate contact for 5 seconds. Rotate and repeat for each face-pair.,"Placing the flat board against the back face (BF) at moderate contact for 5 seconds. Rotating the Veyru and repeating with the flat board against each remaining face (front, top, bottom, left, right) at moderate contact for 5 seconds each.",True
Drape a cool cloth over the Veyru for 15 seconds. Remove the cloth and fan gentle cool air across the front face and the opposite face for 15 seconds.,Draping cool cloth over the entire Veyru for 15 seconds. Then removing the cloth and fanning with gentle intensity across the front and back faces for 15 seconds.,True
"Drape a cool cloth over the Veyru for 8 seconds. Remove and fan gentle cool air across all six faces for 8 seconds, starting from the left face.","Draping the cloth over the entire Veyru — all faces, edges, and corners — covering the full box for 8 seconds.",False
"Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 8 seconds pause between chimes — for five cycles at firm tone.","With the Veyru lifted off the counter: chiming the bell near the back face firmly, pausing 8 seconds, chiming the bell near the top face, pausing 8 seconds. Repeating this B-pause-T-pause pattern for 5 complete cycles.",False
Drape a cool cloth over the Veyru for 12 seconds. Remove the cloth and fan firm cool air across the top face and the opposite face for 12 seconds.,"Draping a cloth over the entire Veyru for 12 seconds, then removing it and fanning firm cool air at the top face and the opposite bottom face for 12 seconds.",True
"Rotate the Veyru slowly over 12 seconds while sounding a steady tone at firm volume near opposite faces, starting from the top face. After rotation, chime a bell once near each corner.",Draped cloth over two adjacent edges near bottom face for 5s at gentle coverage. Chimed bell three times near bottom face.,False
"At each corner of the back face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 5 seconds.","At each corner of the back face in sequence: ringing the bell, then holding the heated stone on the 2 edges meeting at that corner for 5 seconds moderately. Completing all 4 back corners.",False
Drape a cool cloth over the Veyru for 20 seconds. Remove the cloth and fan gentle cool air across the left face and the opposite face for 20 seconds.,"Draping the cool cloth over the Veyru for 20 seconds, then removing it and fanning gentle cool air over the left face and right face for 20 seconds.",True
"Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 8 seconds pause between chimes — for five cycles at firm tone.","Chime the bell at the Down face, wait 8 seconds, then chime at the Up face, wait 8 seconds, alternating in this pattern for 5 full cycles total (10 chimes overall: D, U, D, U, D, U, D, U, D, U), at strong intensity, with 8-second pauses between each chime.",False
"Chime a bell near two opposite faces, starting from the right face. Alternate the chime between the two faces — 10 seconds pause between chimes — for five cycles at firm tone.","I chime a bell near opposite faces, starting from the right face, alternating between the two with 10-second pauses for five cycles at firm tone.",False
Rest a flat board against the back face at gentle contact for 15 seconds. Rotate and repeat for each face-pair.,Rest a flat board against the back face at gentle contact for 15 seconds. Rotate and repeat for each face-pair.,True
